City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Kirya,TZ,-3.9167,37.4833,72.99,67,33,9.06,scattered clouds
349,Zhezkazgan,KZ,47.8043,67.7144,50.05,27,55,20.78,broken clouds
350,Taitung,TW,22.7583,121.1444,76.15,86,100,5.79,overcast clouds
351,Faanui,PF,-16.4833,-151.75,81.03,77,0,7.7,clear sky
352,Halifax,CA,44.6453,-63.5724,54.68,46,98,8.99,overcast clouds
353,Alexandria,EG,31.2156,29.9553,66.99,61,100,7.0,overcast clouds
354,Byron Bay,AU,-28.65,153.6167,62.94,90,99,8.16,light rain
355,Dotnuva,LT,55.35,23.9,55.62,87,100,7.25,overcast clouds
356,Borogontsy,RU,62.6683,131.1683,27.86,93,100,2.8,overcast clouds
357,Tondano,ID,1.3038,124.9112,69.89,93,76,0.2,broken clouds
358,Ubeda,ES,38.0133,-3.3705,70.84,36,8,7.49,clear sky
359,Russell,US,32.3502,-85.1999,79.97,40,20,13.8,few clouds
360,Jalu,LY,29.0331,21.5482,79.65,27,96,11.36,overcast clouds
361,Conde,BR,-7.2597,-34.9075,80.06,83,75,8.05,light rain
362,Hasaki,JP,35.7333,140.8333,61.29,91,19,7.7,few clouds
363,Vadso,NO,70.0744,29.7487,39.36,65,20,29.93,few clouds
364,Anadyr,RU,64.75,177.4833,30.7,80,0,11.18,clear sky
365,Arraial Do Cabo,BR,-22.9661,-42.0278,75.16,78,40,9.22,scattered clouds
366,Hambantota,LK,6.1241,81.1185,81.16,82,100,13.67,overcast clouds
367,Lucapa,AO,-8.4192,20.7447,71.83,62,100,1.77,overcast clouds
368,Ulaanbaatar,MN,47.9077,106.8832,28.53,93,0,0.0,clear sky
369,Fort Nelson,CA,58.8053,-122.7002,40.59,70,100,20.71,light rain
370,Jiuquan,CN,39.7432,98.5174,56.93,28,100,6.04,overcast clouds
371,Pringsewu,ID,-5.3582,104.9744,74.95,96,100,2.71,overcast clouds
372,Sussex,US,41.1834,-74.6663,50.11,68,100,10.36,moderate rain
373,Selty,RU,57.3132,52.1345,43.43,75,7,5.97,clear sky
374,Leeton,AU,-34.5667,146.4,43.9,64,43,5.28,scattered clouds
375,Margosatubig,PH,7.5777,123.1658,78.98,88,100,3.44,overcast clouds
376,Ancud,CL,-41.8697,-73.8203,55.36,89,100,18.32,overcast clouds
377,Chumikan,RU,54.7183,135.315,29.1,84,5,9.89,clear sky
378,Talnakh,RU,69.4865,88.3972,7.23,81,5,13.73,clear sky
379,Iqaluit,CA,63.7506,-68.5145,29.93,42,75,10.36,broken clouds
380,Kahului,US,20.8947,-156.47,77.02,74,40,16.11,scattered clouds
381,Da Lat,VN,11.9465,108.4419,61.5,92,100,2.71,overcast clouds
382,Lasa,IT,46.6166,10.7002,54.48,95,100,4.25,overcast clouds
383,Khani,GE,41.9563,42.9566,44.17,98,100,2.82,overcast clouds
384,Lodwar,KE,3.1191,35.5973,91.6,34,88,9.64,overcast clouds
385,Siilinjarvi,FI,63.0833,27.6667,39.22,93,75,5.75,broken clouds
386,Iralaya,HN,15.0,-83.2333,84.16,70,98,9.24,overcast clouds
387,Haldibari,IN,26.3333,88.7667,79.54,67,11,5.48,few clouds
388,Zhanaozen,KZ,43.3,52.8,65.3,80,59,7.18,light rain
389,Krasnomayskiy,RU,57.6194,34.4099,51.93,75,93,9.19,overcast clouds
390,Vallenar,CL,-28.5708,-70.7581,72.16,47,100,7.11,overcast clouds
391,Rivadavia,AR,-33.1905,-68.4608,76.96,22,7,14.09,clear sky
392,Griffith,US,41.5284,-87.4237,67.3,52,0,10.36,clear sky
393,Awbari,LY,26.5921,12.7805,79.45,17,0,10.38,clear sky
394,Kjollefjord,NO,70.9457,27.3465,35.65,94,100,34.61,light rain
395,Kant,IN,27.8,79.8,88.16,21,0,0.29,clear sky
396,Erice,IT,38.037,12.5865,53.37,88,75,6.91,broken clouds
397,Praya,CV,14.9215,-23.5087,75.74,64,20,25.32,few clouds
398,West Wendover,US,40.7391,-114.0733,65.41,18,0,20.71,clear sky
399,Ubajara,BR,-3.8544,-40.9211,74.37,84,48,3.62,scattered clouds
400,Khandyga,RU,62.6667,135.6,30.92,93,100,0.63,overcast clouds
401,Neiafu,TO,-18.65,-173.9833,74.08,94,75,0.0,broken clouds
402,Marienburg,PL,54.0359,19.0266,58.87,88,100,2.91,overcast clouds
403,Ferme-Neuve,CA,46.7001,-75.4493,58.86,20,33,7.14,scattered clouds
404,Kutum,SD,14.2,24.6667,82.62,8,0,11.52,clear sky
405,San Vicente,AR,-26.6167,-54.1333,72.27,42,100,1.61,overcast clouds
406,Beloha,MG,-25.1667,45.05,68.9,89,2,3.6,light rain
407,Arys,KZ,42.4252,68.795,72.19,40,0,8.46,clear sky
408,Arona,ES,28.0996,-16.681,66.38,70,0,16.11,clear sky
409,Caravelas,BR,-17.7125,-39.2481,75.31,88,86,12.93,overcast clouds
410,Tahta,EG,26.7693,31.5021,80.56,11,16,9.62,few clouds
411,Mola Di Bari,IT,41.0609,17.0873,63.32,85,90,8.9,overcast clouds
412,Dzhebariki-Khaya,RU,62.2167,135.8,31.32,98,100,0.56,overcast clouds
413,Las Vegas,US,36.175,-115.1372,92.26,18,0,16.11,clear sky
414,Gushikawa,JP,26.3544,127.8686,74.43,94,75,12.66,mist
415,Erzincan,TR,39.75,39.5,49.3,66,75,10.36,broken clouds
416,Hede,CN,33.7681,120.2517,53.6,58,3,8.08,clear sky
417,Kesan,TR,40.8558,26.6303,48.51,88,6,8.81,clear sky
418,Vila Velha,BR,-20.3297,-40.2925,76.95,73,20,14.97,few clouds
419,Constitucion,CL,-35.3333,-72.4167,63.75,57,0,8.97,clear sky
420,Northam,GB,51.0333,-4.2167,58.39,78,100,4.9,overcast clouds
421,Harper,LR,4.375,-7.7169,81.46,79,100,8.61,overcast clouds
422,Chalus,IR,36.655,51.4204,58.46,94,100,4.61,overcast clouds
423,Namibe,AO,-15.1961,12.1522,72.77,72,1,6.89,clear sky
424,Belaya Gora,RU,68.5333,146.4167,17.55,92,100,11.79,overcast clouds
425,La Baule-Escoublac,FR,47.2922,-2.364,62.26,84,0,8.05,clear sky
426,Magole,TZ,-6.3667,37.3667,71.73,79,28,2.73,scattered clouds
427,Eureka,US,40.8021,-124.1637,55.26,69,43,8.01,scattered clouds
428,Vardo,NO,70.3705,31.1107,37.22,76,13,29.19,few clouds
429,Claudio,BR,-20.4433,-44.7658,78.96,45,0,1.99,clear sky
430,Yumen,CN,40.2833,97.2,53.53,24,6,6.71,clear sky
431,Qaqortoq,GL,60.7167,-46.0333,43.74,62,100,3.76,overcast clouds
432,Mantua,IT,45.1667,10.7833,63.64,84,100,1.01,overcast clouds
433,Isla Mujeres,MX,21.2311,-86.731,87.85,68,5,12.17,clear sky
434,Sergeyevka,KZ,53.88,67.4158,43.72,35,0,4.7,clear sky
435,Indramayu,ID,-6.3264,108.32,79.77,83,100,4.88,overcast clouds
436,Roncesvalles,CO,4.0108,-75.6049,61.77,85,91,3.85,overcast clouds
437,Araouane,ML,18.9048,-3.5265,94.86,10,0,11.83,clear sky
438,Banda Aceh,ID,5.5577,95.3222,79.74,81,100,9.28,overcast clouds
439,Tessalit,ML,20.1986,1.0114,91.04,10,5,16.8,clear sky
440,Zilair,RU,52.2332,57.4392,37.45,47,68,4.16,broken clouds
441,Gigmoto,PH,13.7796,124.39,79.93,87,87,9.42,overcast clouds
442,Bairiki,KI,1.3292,172.9752,80.6,83,20,10.36,few clouds
443,Rio De Janeiro,BR,-22.9028,-43.2075,75.2,73,75,11.5,broken clouds
444,Sosva,RU,59.1766,61.8558,43.47,83,58,7.7,broken clouds
445,Arrecife,ES,28.963,-13.5477,73.38,64,0,14.97,clear sky
446,Vasterhaninge,SE,59.1167,18.1,46.67,76,100,5.55,overcast clouds
447,Morong,PH,14.5115,121.2393,84.22,83,83,5.48,broken clouds
448,Morehead,US,37.2711,-87.1764,62.78,68,100,8.05,overcast clouds
449,Batagay,RU,67.6333,134.6333,9.79,92,100,1.79,overcast clouds
450,Svetlyy,RU,54.675,20.1347,53.65,87,100,6.71,overcast clouds
451,Taoudenni,ML,22.6783,-3.9836,93.22,9,0,9.86,clear sky
452,Tilichiki,RU,60.4667,166.1,31.05,98,100,4.23,overcast clouds
453,Okhotsk,RU,59.3833,143.3,31.64,80,18,8.05,few clouds
454,Barcelos,PT,41.5388,-8.6151,72.91,64,100,3.76,overcast clouds
455,Maketu,NZ,-37.7667,176.45,52.75,100,93,5.12,overcast clouds
456,Siparia,TT,10.1333,-61.5,86.79,74,90,8.01,overcast clouds
457,Hailey,US,43.5196,-114.3153,48.79,47,75,21.0,broken clouds
458,Maple Heights,US,41.4153,-81.566,64.4,53,0,25.32,clear sky
459,Roma,US,43.2128,-75.4557,62.74,23,0,8.05,clear sky
460,Asilah,MA,35.465,-6.0348,69.76,63,6,10.94,clear sky
461,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,85.01,55,53,5.41,broken clouds
462,Kieta,PG,-6.2167,155.6333,78.57,84,75,0.56,broken clouds
463,Quesnel,CA,52.9999,-122.5029,50.5,43,75,5.75,broken clouds
464,Adeje,ES,28.1227,-16.726,70.56,70,0,16.11,clear sky
465,Rawson,AR,-43.3002,-65.1023,77.49,29,26,12.93,scattered clouds
466,Chatra,IN,24.2167,84.8667,80.08,42,0,5.86,clear sky
467,Bereznik,RU,62.8551,42.7072,50.88,71,89,9.48,overcast clouds
468,Zhangye,CN,38.9342,100.4517,58.91,27,100,3.27,overcast clouds
469,Gorontalo,ID,0.5412,123.0595,75.78,96,89,1.74,overcast clouds
470,Male,MV,4.1748,73.5089,84.11,78,100,13.76,overcast clouds
471,Shenzhen,CN,22.5455,114.0683,77.27,86,100,2.51,overcast clouds
472,Arklow,IE,52.7931,-6.1414,57.07,83,100,3.09,overcast clouds
473,Thinadhoo,MV,0.5333,72.9333,83.97,77,96,15.84,overcast clouds
474,Mitzic,GA,0.7821,11.549,70.14,99,100,1.54,overcast clouds
475,Tornio,FI,65.8481,24.1466,42.82,70,8,9.28,clear sky
476,Owensboro,US,37.7742,-87.1133,66.18,55,100,13.8,overcast clouds
477,Ust-Omchug,RU,61.15,149.6333,19.17,98,90,3.27,overcast clouds
478,Kirksville,US,40.1948,-92.5833,70.05,41,0,11.5,clear sky
479,Collie,AU,-33.3667,116.15,54.75,47,88,1.7,overcast clouds
480,Odweyne,SO,9.4092,45.064,80.53,53,34,15.39,scattered clouds
481,Skibbereen,IE,51.55,-9.2667,55.11,84,100,4.81,overcast clouds
482,Vila Franca Do Campo,PT,37.7167,-25.4333,66.61,90,96,1.34,overcast clouds
483,Yar-Sale,RU,66.8333,70.8333,15.42,94,9,8.81,clear sky
484,Yarmouth,US,41.7057,-70.2286,51.85,75,20,23.0,few clouds
485,Nanortalik,GL,60.1432,-45.2371,39.79,74,100,5.53,overcast clouds
486,Svetlogorsk,BY,52.6333,29.7333,50.99,85,93,8.25,overcast clouds
487,Dingli,MT,35.8614,14.3822,61.81,88,20,6.91,few clouds
488,Kletnya,RU,53.3897,33.2171,51.53,78,100,6.17,overcast clouds
489,General Cepeda,MX,25.3833,-101.45,96.06,14,41,9.62,scattered clouds
490,Ornskoldsvik,SE,63.2909,18.7153,41.95,48,5,24.16,clear sky
491,Ferrol,ES,43.4832,-8.2369,68.52,75,100,3.62,overcast clouds
492,Atar,MR,20.5169,-13.0499,99.66,9,5,10.11,clear sky
493,Abu Samrah,SY,35.3029,37.1841,58.73,54,8,11.03,clear sky
494,Borba,BR,-4.3878,-59.5939,80.92,87,94,1.28,overcast clouds
495,Covington,US,39.0837,-84.5086,60.73,77,100,18.41,overcast clouds
496,Tottori,JP,35.5,134.2333,52.86,78,30,6.33,scattered clouds
497,Jijiga,ET,9.35,42.8,71.53,48,7,13.42,clear sky
498,Lagoa,PT,39.05,-27.9833,60.96,67,52,4.7,broken clouds
499,Floro,NO,61.5996,5.0328,42.76,56,75,8.05,broken clouds
500,Fairbanks,US,64.8378,-147.7164,47.23,90,75,0.0,broken clouds
501,Izumo,JP,35.3667,132.7667,55.35,73,99,11.23,overcast clouds
502,Paita,PE,-5.0892,-81.1144,74.93,69,1,14.45,clear sky
503,Bonavista,CA,48.6499,-53.1147,37.89,64,88,19.04,overcast clouds
504,Narsaq,GL,60.9167,-46.05,53.82,74,100,2.68,overcast clouds
505,Beaverlodge,CA,55.2166,-119.4361,42.15,86,100,20.83,overcast clouds
506,Grindavik,IS,63.8424,-22.4338,46.87,76,75,24.16,broken clouds
507,Adrian,US,41.8975,-84.0372,66.58,42,0,17.27,clear sky
508,Sept-Iles,CA,50.2001,-66.3821,44.06,57,0,13.8,clear sky
509,Manokwari,ID,-0.8667,134.0833,78.48,82,43,4.03,scattered clouds
510,Cartagena,CO,10.3997,-75.5144,87.42,70,40,12.66,scattered clouds
511,Gondanglegi,ID,-7.7479,112.0132,75.94,91,15,3.65,few clouds
512,Salinopolis,BR,-0.6136,-47.3561,81.23,82,71,6.49,broken clouds
513,Gat,IL,31.61,34.7642,65.08,71,67,4.52,broken clouds
514,Progreso,MX,21.2833,-89.6667,96.91,57,0,13.8,clear sky
515,Antsohihy,MG,-14.8796,47.9875,75.79,86,46,2.46,scattered clouds
516,Tessaoua,NE,13.7574,7.9874,91.99,28,99,10.92,overcast clouds
517,Tarakan,ID,3.3,117.6333,79.68,84,100,6.91,overcast clouds
518,Talipan,PH,13.9333,121.6833,82.15,90,26,6.71,scattered clouds
519,Gubbi,IN,13.3106,76.9444,77.18,65,10,5.64,clear sky
520,Mumford,GH,5.2618,-0.759,81.84,78,100,7.18,overcast clouds
521,Kindu,CD,-2.95,25.95,71.17,98,96,5.06,light rain
522,Krasnoznamensk,RU,55.5994,37.0386,57.09,38,0,6.71,clear sky
523,Kaniama,CD,-7.5667,24.1833,73.98,68,99,2.82,overcast clouds
524,Itanhem,BR,-17.1664,-40.33,73.17,90,99,8.19,overcast clouds
525,North Bend,US,43.4065,-124.2243,54.07,83,75,16.11,broken clouds
526,Dromolaxia,CY,34.8761,33.586,65.86,58,0,10.36,clear sky
527,Basco,PH,20.4487,121.9702,82.06,81,85,15.37,overcast clouds
528,Camacha,PT,33.0833,-16.3333,60.22,77,20,10.36,few clouds
529,Rathdrum,US,47.8137,-116.892,50.47,84,40,14.97,light rain
530,Bolobo,CD,-2.1667,16.2333,73.54,92,100,2.35,overcast clouds
531,Kapit,MY,2.0167,112.9333,74.82,99,100,1.07,overcast clouds
532,Yaan,NG,7.3833,8.5667,85.57,60,100,12.08,overcast clouds
533,Longyearbyen,SJ,78.2186,15.6401,13.84,62,75,8.05,broken clouds
534,Novyy Urengoy,RU,66.0833,76.6333,2.61,98,55,6.55,broken clouds
535,Tocantins,BR,-10.5,-48.0,86.29,46,19,1.36,few clouds
536,Eydhafushi,MV,5.1033,73.0708,84.11,76,86,12.33,overcast clouds
537,Meghri,AM,38.9029,46.2446,53.13,92,85,4.41,moderate rain
538,Pumiao,CN,22.75,108.4833,73.8,96,100,5.82,overcast clouds
539,Ingham,US,42.6,-84.3833,65.84,24,0,9.22,clear sky
540,Carman,CA,49.4992,-98.0016,70.72,64,100,27.63,overcast clouds
541,Lethbridge,CA,49.7,-112.8186,57.31,30,75,25.32,broken clouds
542,Lompoc,US,34.6391,-120.4579,77.68,64,0,25.32,clear sky
543,Borgarnes,IS,64.5383,-21.9206,47.8,68,100,7.47,overcast clouds
544,Boda,CF,4.3189,17.4695,74.77,71,61,1.99,broken clouds
545,Kununurra,AU,-15.7667,128.7333,71.58,37,0,6.91,clear sky
546,Arman,RU,59.7,150.1667,32.02,98,98,5.46,overcast clouds
547,Pascagoula,US,30.3658,-88.5561,87.42,53,0,9.08,clear sky
548,Kayerkan,RU,69.3497,87.7602,3.15,96,11,12.68,few clouds
549,Smithers,CA,54.7804,-127.1743,44.92,49,100,6.91,overcast clouds
550,Fort Saint James,CA,54.4333,-124.25,45.95,51,100,6.08,overcast clouds
551,Kushmurun,KZ,52.4503,64.6311,45.01,33,2,6.31,clear sky
552,Majene,ID,-3.5403,118.9707,78.6,89,100,5.01,moderate rain
553,Tsimlyansk,RU,47.6461,42.1019,49.51,49,99,10.8,overcast clouds
554,Dakoro,NE,14.5106,6.765,97.81,13,99,3.87,overcast clouds
555,Bahia Blanca,AR,-38.7196,-62.2724,75.33,31,87,14.63,overcast clouds
556,Wilson,US,36.1501,-86.2833,60.19,83,100,14.97,overcast clouds
557,Itaberai,BR,-16.0203,-49.8103,85.23,43,87,2.66,overcast clouds
558,San Carlos,VE,9.6612,-68.5827,79.09,83,97,3.2,overcast clouds
559,Kulhudhuffushi,MV,6.6221,73.07,84.96,73,100,11.81,overcast clouds
560,Bodden Town,KY,19.2833,-81.25,87.01,70,20,10.36,few clouds
561,Bela,IN,25.9333,81.9833,88.74,27,0,6.73,clear sky
562,Celestun,MX,20.8667,-90.4,87.4,65,1,11.5,clear sky
563,Usak,TR,38.5,29.4167,51.17,55,0,11.1,clear sky
564,Dahuk,IQ,36.8695,42.994,52.72,73,52,4.7,broken clouds
565,Calvinia,ZA,-31.4707,19.776,49.87,69,25,6.15,scattered clouds
566,Celendin,PE,-6.8703,-78.1517,72.12,54,25,4.07,scattered clouds
567,Honiara,SB,-9.4333,159.95,77.81,89,96,6.35,overcast clouds
568,Vuktyl,RU,63.8567,57.3094,36.68,96,51,6.46,broken clouds
569,Tezu,IN,27.9167,96.1667,73.89,73,33,4.34,scattered clouds
570,Kamenka,RU,51.3223,42.7678,45.36,54,0,7.76,clear sky
571,Lavrentiya,RU,65.5833,-171.0,26.01,96,72,6.2,broken clouds
572,Takestan,IR,36.0696,49.6959,53.73,50,3,3.18,clear sky
573,Xichang,CN,27.8964,102.2634,62.15,81,100,1.95,overcast clouds
574,Lemoore,US,36.3008,-119.7829,73.38,35,0,13.8,clear sky
575,Porto Novo,BJ,6.4965,2.6036,79.72,82,74,5.17,broken clouds
576,Ust-Uda,RU,54.1742,103.0304,51.4,65,98,11.12,overcast clouds
577,Aksu,CN,41.1231,80.2644,72.19,33,4,10.65,clear sky
578,Bure,ET,10.7,37.0667,66.9,62,100,4.99,overcast clouds
579,Kalmunai,LK,7.4167,81.8167,82.15,80,100,2.28,overcast clouds
580,Tselinnoye,RU,53.0833,85.6667,38.41,42,4,8.01,clear sky
581,Ivanteyevka,RU,55.9711,37.9208,57.74,75,39,8.08,scattered clouds
582,Kodino,RU,63.7198,39.6447,49.12,82,4,10.96,clear sky
583,Itarema,BR,-2.9248,-39.9167,81.45,82,100,10.58,overcast clouds
584,Abha,SA,18.2164,42.5053,66.02,68,0,3.44,clear sky
585,Kiunga,PG,-6.1219,141.2906,74.34,99,100,0.96,overcast clouds
586,Joue-Les-Tours,FR,47.3522,0.6691,64.74,61,0,5.75,clear sky
587,Salekhard,RU,66.53,66.6019,17.69,97,95,4.34,overcast clouds
588,Rio Cuarto,AR,-33.1307,-64.3499,76.77,29,40,38.03,scattered clouds
589,Zaysan,KZ,47.4667,84.8667,55.96,53,9,6.8,clear sky
590,Kaspiyskiy,RU,45.3929,47.3707,54.07,82,100,14.58,overcast clouds
591,Prince Rupert,CA,54.3161,-130.3201,47.89,74,75,14.97,broken clouds
592,Opuwo,NA,-18.0607,13.84,66.34,36,4,5.01,clear sky
593,Huancabamba,PE,-5.2386,-79.4506,72.01,62,53,2.48,light rain
594,Utrecht,NL,52.0,5.25,61.07,79,16,1.01,few clouds
595,Deniliquin,AU,-35.5333,144.9667,46.92,96,2,5.95,clear sky
596,Urumqi,CN,43.801,87.6005,65.35,60,75,11.18,broken clouds
597,Were Ilu,ET,10.6,39.4333,57.15,53,36,7.23,scattered clouds
598,Losevo,RU,50.6767,40.045,47.26,56,1,4.59,clear sky
599,Biak,ID,-0.9131,122.8766,77.22,87,92,3.33,overcast clouds
600,Sangar,RU,63.9242,127.4739,26.4,87,100,5.14,overcast clouds
601,Waddan,LY,29.1614,16.139,77.11,25,2,11.54,clear sky
602,Zeya,RU,53.75,127.2667,32.65,63,9,3.22,clear sky
603,Kailua,US,21.4022,-157.7394,77.02,75,75,9.22,broken clouds
604,Komsomolskiy,UZ,40.4272,71.7189,70.52,52,0,6.91,clear sky
605,Belle Fourche,US,44.6714,-103.8522,76.32,25,99,23.6,overcast clouds
606,Chulman,RU,56.8479,124.9104,21.11,98,35,4.21,scattered clouds
607,Tiznit,MA,29.5833,-9.5,80.35,18,50,5.99,scattered clouds
608,Broken Hill,AU,-31.95,141.4333,44.31,81,0,3.44,clear sky
609,Sehwan,PK,26.4279,67.863,94.1,32,0,10.78,clear sky
610,Hokitika,NZ,-42.7167,170.9667,57.34,85,100,6.87,light rain
611,Taketa,JP,32.9652,131.3785,59.79,96,67,2.28,broken clouds
612,Tawang,IN,27.5833,91.8667,46.81,92,32,2.46,scattered clouds
613,Raton,US,36.9034,-104.4391,86.05,14,0,17.27,clear sky
614,Marsassoum,SN,12.8275,-15.9806,91.35,29,11,14.14,few clouds
615,Chernenko,RU,44.365,39.3103,43.7,92,100,5.7,overcast clouds
616,Nipawin,CA,53.3668,-104.0009,53.64,66,100,3.44,overcast clouds
617,Ranong,TH,9.9658,98.6348,79.41,89,100,5.55,light rain
618,Huarmey,PE,-10.0681,-78.1522,71.02,77,14,12.06,few clouds
619,Enumclaw,US,47.2043,-121.9915,53.55,74,79,15.99,broken clouds
620,Hvittingfoss,NO,59.4833,10.0167,54.12,36,23,13.0,few clouds
621,Rio Grande,BR,-32.035,-52.0986,75.31,62,0,6.71,clear sky
622,Balkanabat,TM,39.5108,54.3671,66.25,74,100,4.76,overcast clouds
623,Astara,AZ,38.5,48.6667,51.78,99,99,3.04,light rain
624,Cabildo,AR,-38.4842,-61.8954,74.25,33,66,15.3,broken clouds
625,Saldanha,ZA,-33.0117,17.9442,53.65,69,0,22.79,clear sky
626,Tabou,CI,4.423,-7.3528,81.75,79,100,8.43,overcast clouds
627,Gobabis,NA,-22.45,18.9667,61.9,25,3,11.3,clear sky
628,Acapulco,MX,16.8634,-99.8901,84.02,70,100,10.36,overcast clouds
629,Tommot,RU,58.9564,126.2925,26.04,96,18,3.91,few clouds
630,Bakchar,RU,57.0186,82.0711,30.74,54,100,10.42,overcast clouds
631,Ongandjera,NA,-17.8833,15.0667,74.46,26,2,6.46,clear sky
632,Egvekinot,RU,66.3167,-179.1667,22.86,93,100,3.65,overcast clouds
633,Motygino,RU,58.1831,94.7592,33.04,56,100,17.11,overcast clouds
634,Pangody,RU,65.85,74.4859,4.75,96,11,5.75,few clouds
635,Vitim,RU,59.4511,112.5578,42.04,88,100,12.5,light rain
636,Lysva,RU,58.1086,57.8053,42.44,81,50,5.48,scattered clouds
637,Ruteng,ID,-8.6136,120.4721,63.61,94,69,2.51,broken clouds
638,Henties Bay,NA,-22.116,14.2845,58.35,85,0,12.35,clear sky
639,Asosa,ET,10.0667,34.5333,66.42,78,100,3.98,overcast clouds
640,Ambilobe,MG,-13.2,49.05,73.76,86,28,4.97,scattered clouds
641,Tlaltenango,MX,19.1667,-98.3333,82.9,21,0,12.66,clear sky
642,Lata,PT,40.1629,-8.3327,66.29,56,100,3.53,overcast clouds
643,Odienne,CI,9.51,-7.5692,77.32,72,100,8.03,light rain
644,Chapais,CA,49.7834,-74.8492,46.18,38,11,3.83,few clouds
645,Puerto Baquerizo Moreno,EC,-0.9,-89.6,81.59,61,75,16.11,broken clouds
646,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,78.6,94,40,4.61,scattered clouds
647,Ossora,RU,59.2353,163.0719,37.24,71,100,26.31,overcast clouds
648,Hachinohe,JP,40.5,141.5,46.71,79,59,15.79,broken clouds
649,Portland,US,45.5234,-122.6762,54.52,74,100,11.99,overcast clouds
650,Khash,IR,28.2211,61.2158,78.98,15,4,4.54,clear sky
651,Aquiraz,BR,-3.9014,-38.3911,84.29,83,97,9.24,overcast clouds
652,Darhan,MN,49.4867,105.9228,44.56,65,3,7.54,clear sky
653,Grand Gaube,MU,-20.0064,57.6608,77.38,74,11,5.99,few clouds
654,Oparino,RU,59.8518,48.2783,47.93,69,16,8.55,few clouds
655,Balabac,PH,7.9868,117.0645,82.69,80,100,10.33,overcast clouds
656,Missoula,US,47.0166,-113.8009,43.2,62,89,12.48,overcast clouds
657,Mahon,ES,39.8885,4.2658,63.16,63,20,4.61,few clouds
658,Aripuana,BR,-9.1667,-60.6333,86.92,60,96,2.59,overcast clouds
659,Sur,OM,22.5667,59.5289,85.39,62,0,10.87,clear sky
660,Neyshabur,IR,36.2133,58.7958,75.96,31,81,3.42,broken clouds
661,Podgornaya,RU,44.2031,43.4297,45.45,86,100,2.08,overcast clouds
662,Khatra,IN,22.9833,86.85,84.4,57,93,8.48,overcast clouds
663,Simbahan,PH,6.3032,120.5836,83.28,80,100,12.86,overcast clouds
664,Mae Sai,TH,20.4335,99.8762,72.9,95,74,1.54,broken clouds
665,Sorland,NO,67.667,12.6934,37.65,56,99,24.56,overcast clouds
666,Hervey Bay,AU,-25.2986,152.8535,69.49,92,96,13.27,light rain
667,Ushtobe,KZ,45.2514,77.9838,68.67,27,6,7.92,clear sky
668,Sabang,ID,5.8933,95.3214,81.9,78,100,10.36,light rain
669,Shingu,JP,33.7333,135.9833,60.08,85,35,6.08,scattered clouds
670,Camocim,BR,-2.9022,-40.8411,83.28,82,22,7.11,few clouds
671,Gogrial,SS,8.5332,28.1004,84.81,50,94,9.13,overcast clouds
672,Kabanjahe,ID,3.1001,98.4908,64.65,95,100,3.74,heavy intensity rain
673,Tikhvin,RU,59.6451,33.5294,51.12,86,76,9.22,broken clouds
674,Galveston,US,29.3669,-94.9669,92.08,76,75,13.8,broken clouds
675,Acajutla,SV,13.5928,-89.8275,86.38,66,50,9.15,scattered clouds
676,Gelemso,ET,8.8167,40.5167,67.64,35,17,5.28,few clouds
677,Bukachacha,RU,52.9833,116.9167,40.59,25,51,1.1,broken clouds
678,College,US,64.8569,-147.8028,47.21,91,75,1.01,broken clouds
679,Sistranda,NO,63.7256,8.834,37.36,67,100,23.98,moderate rain
680,Sokoni,TZ,-6.4333,39.55,81.1,77,97,15.37,overcast clouds
681,Labuhan,ID,-6.8844,112.2051,79.25,87,72,5.53,broken clouds
682,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,78,0,16.11,clear sky
683,Krasnoborsk,RU,61.5598,45.934,51.15,72,55,9.98,broken clouds
684,Ramhormoz,IR,31.28,49.6035,81.09,17,0,11.9,clear sky
685,Muisne,EC,0.6,-80.0333,80.49,79,46,8.48,scattered clouds
686,Devils Lake,US,48.1128,-98.8651,64.51,68,40,28.77,scattered clouds
687,Hvolsvollur,IS,63.7533,-20.2243,47.07,62,100,9.42,overcast clouds
688,Kuching,MY,1.55,110.3333,77.22,100,40,0.0,scattered clouds
689,Stornoway,GB,58.2093,-6.3865,50.04,71,0,4.61,clear sky
690,Kristianstad,SE,56.0313,14.1524,51.94,55,5,6.91,clear sky
691,Yerbogachen,RU,61.2767,108.0108,38.55,79,10,15.23,clear sky
692,Bilibino,RU,68.0546,166.4372,26.28,93,100,3.06,overcast clouds
693,Mopti,ML,14.6667,-4.0,102.18,13,92,5.93,overcast clouds
694,Chany,RU,55.3121,76.7647,34.81,50,2,6.82,clear sky
695,Formosa,AR,-26.1775,-58.1781,76.98,50,0,4.61,clear sky
696,Nortelandia,BR,-14.4547,-56.8028,86.92,31,0,6.78,clear sky
697,Cangucu,BR,-31.395,-52.6756,70.81,56,0,3.91,clear sky
698,Port Keats,AU,-14.25,129.55,73.09,36,0,12.12,clear sky
699,Maple Creek,CA,49.9168,-109.4848,59.41,35,100,8.05,overcast clouds
700,Suoyarvi,RU,62.0833,32.35,49.3,78,56,14.65,light rain
